age,birthreg,cbsasz,disability,educrec,elignatz,entryc,famstruct,forborn,govtemp,health,hhhsize,inscov,male,marst,natz,ownchild,ownhome,pernum,perwt,povpct,race,serial,statefip,statereg,tmetro_intv,veteran,work,year
65,0,1,0,4,0,NA,4,0,0,3,1,1,1,6,0,0,1,1,2022,405.20807,1,55967,1,28,4,0,1,2016
48,0,1,0,3,0,NA,1,0,0,2,6,1,1,1,0,0,0,1,1063,392.68622,1,55968,1,28,4,0,1,2016
45,0,1,0,2,0,NA,1,0,0,2,6,1,0,1,0,0,0,2,1063,392.68622,1,55968,1,28,4,0,1,2016
24,0,1,0,2,0,NA,1,0,0,1,6,1,1,2,0,0,0,3,1341,392.68622,1,55968,1,28,4,0,1,2016
19,0,1,0,2,0,NA,1,0,0,1,6,1,1,6,0,0,0,4,1129,392.68622,1,55968,1,28,4,0,2,2016
24,0,1,0,3,0,NA,5,0,0,1,6,0,0,6,0,1,0,5,1091,240.61945,1,55968,1,28,4,0,1,2016
2,0,1,0,1,0,NA,5,0,0,1,6,1,1,6,0,0,0,6,1066,240.61945,1,55968,1,28,4,0,0,2016
59,0,1,1,1,0,NA,4,0,0,4,1,1,1,4,0,0,1,1,2056,47.490067,1,55970,1,28,4,0,3,2016
53,0,1,0,3,0,NA,1,0,0,2,3,0,0,1,0,0,1,1,1917,475.51242,1,55971,1,28,4,0,4,2016
51,0,1,0,2,0,NA,1,0,0,2,3,0,1,1,0,0,1,2,1917,475.51242,1,55971,1,28,4,0,1,2016
26,0,1,0,3,0,NA,1,0,0,2,3,1,0,6,0,0,1,3,1863,475.51242,1,55971,1,28,4,0,2,2016
44,0,1,0,3,0,NA,1,0,0,4,2,0,1,1,0,0,0,1,1896,239.4304,1,55972,1,28,4,0,3,2016
38,0,1,0,2,0,NA,1,0,0,2,2,0,0,1,0,0,0,2,1896,239.4304,1,55972,1,28,4,0,1,2016
35,0,1,0,4,0,NA,5,0,0,1,1,1,0,6,0,0,1,1,1896,187.8031,1,55973,1,28,4,0,1,2016
28,0,1,0,2,0,NA,4,0,0,1,1,0,1,2,0,0,0,1,2304,243.69475,3,55975,1,28,4,0,1,2016
45,0,1,0,4,0,NA,4,0,0,2,1,1,1,4,0,0,1,1,1620,163.239,1,55976,1,28,4,1,1,2016
62,0,1,0,3,0,NA,1,0,0,3,2,1,1,1,0,0,1,1,1953,1.2601601,1,55979,1,28,4,1,5,2016
58,0,1,0,3,0,NA,1,0,0,3,2,1,0,1,0,0,1,2,1953,1.2601601,1,55979,1,28,4,0,5,2016
21,0,1,0,3,0,NA,5,0,0,2,2,1,0,6,0,0,1,1,2449,146.006,1,55980,1,28,4,0,4,2016
23,0,1,0,2,0,NA,4,0,0,2,2,1,1,6,0,0,1,2,2449,146.07899,1,55980,1,28,4,0,1,2016
43,0,1,0,3,0,NA,1,0,1,2,4,1,1,1,0,1,1,1,958,396.84641,1,55981,1,28,4,1,1,2016
41,0,1,0,3,0,NA,1,0,0,2,4,1,0,1,0,1,1,2,958,396.84641,1,55981,1,28,4,0,1,2016
17,0,1,0,1,0,NA,1,0,0,2,4,1,0,6,0,0,1,3,1041,396.84641,1,55981,1,28,4,0,4,2016
13,0,1,0,1,0,NA,1,0,0,2,4,1,0,6,0,0,1,4,969,396.84641,1,55981,1,28,4,0,0,2016
57,0,1,0,2,0,NA,1,0,1,2,2,1,1,1,0,0,1,1,1883,476.97058,1,55982,1,28,4,0,1,2016
61,0,1,0,4,0,NA,1,0,0,2,2,1,0,1,0,0,1,2,1883,476.97058,1,55982,1,28,4,0,1,2016
65,0,1,0,2,0,NA,1,0,1,3,2,1,1,1,0,0,1,1,1341,349.3299,2,55983,1,28,4,1,1,2016
30,0,1,0,3,0,NA,1,0,0,3,2,1,0,1,0,0,1,2,1341,349.3299,2,55983,1,28,4,0,4,2016
31,0,1,0,4,0,NA,1,0,0,2,2,1,0,1,0,0,1,1,2120,500,1,55986,1,28,4,0,1,2016
30,0,1,0,2,0,NA,1,0,0,2,2,0,1,1,0,0,1,2,2120,500,1,55986,1,28,4,0,1,2016
75,0,1,1,1,0,NA,3,0,0,1,2,1,0,5,0,0,1,1,1814,465.32877,1,55991,1,28,4,0,5,2016
57,0,1,0,4,0,NA,3,0,0,1,2,0,0,6,0,0,1,2,1925,465.32877,1,55991,1,28,4,0,1,2016
69,0,1,0,4,0,NA,1,0,0,1,2,1,1,1,0,0,1,1,1917,342.88007,1,55993,1,28,4,0,5,2016
68,0,1,0,3,0,NA,1,0,0,1,2,1,0,1,0,0,1,2,1917,342.88007,1,55993,1,28,4,0,1,2016
35,0,1,0,2,0,NA,1,0,0,2,8,1,1,1,0,1,1,1,1902,210.04285,1,55994,1,28,4,1,1,2016
33,0,1,0,2,0,NA,1,0,0,2,8,1,0,1,0,1,1,2,1902,210.04285,1,55994,1,28,4,0,1,2016
12,0,1,0,1,0,NA,1,0,0,2,8,1,1,6,0,0,1,3,1895,210.04285,1,55994,1,28,4,0,0,2016
11,0,1,0,1,0,NA,1,0,0,2,8,1,1,6,0,0,1,4,1981,210.04285,1,55994,1,28,4,0,0,2016
2,0,1,0,1,0,NA,1,0,0,2,8,1,1,6,0,0,1,5,1825,210.04285,1,55994,1,28,4,0,0,2016
73,0,1,0,2,0,NA,1,0,0,4,8,1,0,5,0,0,1,6,1953,210.04285,1,55994,1,28,4,0,4,2016
13,0,1,0,1,0,NA,5,0,0,2,8,1,0,6,0,0,1,7,2033,NA,1,55994,1,28,4,0,0,2016
12,0,1,0,1,0,NA,5,0,0,2,8,1,0,6,0,0,1,8,2033,NA,1,55994,1,28,4,0,0,2016
80,0,1,0,4,0,NA,4,0,0,5,1,1,1,3,0,0,1,1,1961,47.505939,1,55995,1,28,4,1,5,2016
51,0,1,0,3,0,NA,4,0,0,3,1,1,1,4,0,0,1,1,1656,500,1,55996,1,28,4,0,1,2016
30,0,1,0,3,0,NA,1,0,0,1,5,1,1,1,0,1,1,1,962,208.8222,2,55999,1,28,4,0,1,2016
36,0,1,0,2,0,NA,1,0,0,5,5,1,0,1,0,1,1,2,962,208.8222,1,55999,1,28,4,0,3,2016
18,0,1,0,2,0,NA,1,0,0,1,5,1,0,6,0,0,1,3,1041,208.8222,1,55999,1,28,4,0,1,2016
13,0,1,0,1,0,NA,1,0,0,1,5,1,1,6,0,0,1,4,940,208.8222,4,55999,1,28,4,0,0,2016
11,0,1,0,1,0,NA,1,0,0,1,5,1,0,6,0,0,1,5,1546,208.8222,4,55999,1,28,4,0,0,2016
26,0,1,0,4,0,NA,3,0,0,1,3,0,0,6,0,1,1,1,2237,122.42149,1,56000,1,28,4,0,1,2016
0,0,1,0,1,0,NA,3,0,0,1,3,1,1,6,0,0,1,2,2918,122.42149,1,56000,1,28,4,0,0,2016
25,0,1,0,3,0,NA,4,0,0,1,3,1,1,6,0,1,1,3,2237,324.49924,1,56000,1,28,4,1,1,2016
32,0,1,0,2,0,NA,1,0,0,2,6,1,1,1,0,1,0,1,1106,170.50836,1,56003,1,28,4,1,1,2016
31,0,1,0,2,0,NA,1,0,0,2,6,1,0,1,0,1,0,2,1106,170.50836,1,56003,1,28,4,0,1,2016
11,0,1,0,1,0,NA,1,0,0,1,6,1,0,6,0,0,0,3,841,170.50836,1,56003,1,28,4,0,0,2016
10,0,1,0,1,0,NA,1,0,0,1,6,1,1,6,0,0,0,4,904,170.50836,1,56003,1,28,4,0,0,2016
5,0,1,0,1,0,NA,1,0,0,1,6,1,1,6,0,0,0,5,815,170.50836,1,56003,1,28,4,0,0,2016
4,0,1,0,1,0,NA,1,0,0,1,6,1,1,6,0,0,0,6,1074,170.50836,1,56003,1,28,4,0,0,2016
33,0,1,0,4,0,NA,5,0,0,2,1,1,0,4,0,0,1,1,2073,129.83537,1,56006,1,28,4,0,1,2016
51,0,1,0,4,0,NA,5,0,0,3,1,1,0,4,0,0,1,1,1913,249.37151,1,56007,1,28,4,0,1,2016
37,0,1,0,2,0,NA,4,0,0,2,1,1,1,6,0,0,0,1,2141,500,2,56009,1,28,4,0,1,2016
38,0,1,1,2,0,NA,4,0,0,2,1,0,1,3,0,0,0,1,2303,449.2742,1,56010,1,28,4,0,4,2016
54,0,1,0,2,0,NA,1,0,0,3,3,1,0,1,0,0,1,1,1913,300.93851,1,56011,1,28,4,0,1,2016
57,0,1,0,2,0,NA,1,0,0,4,3,1,1,1,0,0,1,2,1913,300.93851,1,56011,1,28,4,0,3,2016
80,0,1,1,2,0,NA,1,0,0,5,3,1,1,4,0,0,1,3,1477,300.93851,1,56011,1,28,4,1,3,2016
24,0,1,0,3,0,NA,1,0,0,1,2,1,1,1,0,0,1,1,2334,280.40451,1,56012,1,28,4,0,4,2016
24,0,1,0,4,0,NA,1,0,0,2,2,0,0,1,0,0,1,2,2334,280.40451,1,56012,1,28,4,0,1,2016
61,0,1,0,1,0,NA,1,0,0,3,2,0,0,1,0,0,1,1,2004,346.95355,1,56013,1,28,4,0,4,2016
72,0,1,0,1,0,NA,1,0,0,5,2,1,1,1,0,0,1,2,2004,346.95355,1,56013,1,28,4,0,5,2016
61,0,1,1,3,0,NA,1,0,0,5,2,1,1,1,0,0,1,1,2002,149.90865,1,56015,1,28,4,1,1,2016
58,0,1,0,2,0,NA,1,0,0,3,2,1,0,1,0,0,1,2,2002,149.90865,1,56015,1,28,4,0,4,2016
47,0,1,0,3,0,NA,5,0,0,2,1,1,0,6,0,0,1,1,1124,306.6499,2,56016,1,28,4,0,1,2016
68,0,1,0,4,0,NA,1,0,0,1,2,1,1,1,0,0,0,1,2019,500,1,56018,1,28,4,1,1,2016
66,0,1,0,4,0,NA,1,0,0,5,2,1,0,1,0,0,0,2,2019,500,1,56018,1,28,4,0,5,2016
42,0,1,0,4,0,NA,1,0,0,2,3,1,1,1,0,1,1,1,962,436.44513,1,56019,1,28,4,0,1,2016
35,0,1,0,4,0,NA,1,0,0,2,3,1,0,1,0,1,1,2,962,436.44513,1,56019,1,28,4,0,1,2016
2,0,1,0,1,0,NA,1,0,0,1,3,1,1,6,0,0,1,3,1066,436.44513,1,56019,1,28,4,0,0,2016
67,0,1,0,4,0,NA,5,0,0,2,1,1,0,6,0,0,1,1,1780,289.91818,1,56021,1,28,4,0,5,2016
80,0,1,1,1,0,NA,1,0,0,4,2,1,1,1,0,0,1,1,2051,199.91623,1,56022,1,28,4,1,5,2016
80,0,1,1,1,0,NA,1,0,0,4,2,1,0,1,0,0,1,2,2051,199.91623,1,56022,1,28,4,0,5,2016
62,0,1,0,1,0,NA,1,0,0,3,2,1,0,1,0,0,1,1,2217,191.27339,1,56023,1,28,4,0,5,2016
71,0,1,0,3,0,NA,1,0,0,4,2,1,1,1,0,0,1,2,2217,191.27339,1,56023,1,28,4,1,5,2016
29,0,1,0,4,0,NA,1,0,1,1,4,1,0,1,0,1,1,1,1094,468.6304,1,56024,1,28,4,0,1,2016
30,0,1,0,4,0,NA,1,0,0,1,4,1,1,1,0,1,1,2,1094,468.6304,1,56024,1,28,4,0,1,2016
3,0,1,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,3,906,468.6304,1,56024,1,28,4,0,0,2016
0,0,1,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,4,1174,468.6304,1,56024,1,28,4,0,0,2016
23,0,1,0,3,0,NA,1,0,0,1,5,1,1,1,0,1,0,1,1091,106.05953,1,56025,1,28,4,0,1,2016
22,0,1,0,2,0,NA,1,0,0,1,5,1,0,1,0,1,0,2,1091,106.05953,1,56025,1,28,4,0,4,2016
4,0,1,0,1,0,NA,1,0,0,1,5,1,0,6,0,0,0,3,1122,106.05953,1,56025,1,28,4,0,0,2016
3,0,1,0,1,0,NA,1,0,0,1,5,1,0,6,0,0,0,4,1088,106.05953,1,56025,1,28,4,0,0,2016
2,0,1,0,1,0,NA,1,0,0,1,5,1,0,6,0,0,0,5,1098,106.05953,1,56025,1,28,4,0,0,2016
39,0,1,0,2,0,NA,4,0,0,1,1,0,1,6,0,0,0,1,2252,364.9339,1,56026,1,28,4,0,1,2016
33,0,1,0,3,0,NA,1,0,0,1,5,1,0,1,0,1,0,1,1902,88.40062,1,56027,1,28,4,0,4,2016
34,0,1,0,3,0,NA,1,0,0,1,5,1,1,1,0,1,0,2,1902,88.40062,1,56027,1,28,4,0,1,2016
11,0,1,0,1,0,NA,1,0,0,1,5,1,1,6,0,0,0,3,1981,88.40062,1,56027,1,28,4,0,0,2016
8,0,1,0,1,0,NA,1,0,0,1,5,1,1,6,0,0,0,4,1806,88.40062,1,56027,1,28,4,0,0,2016
6,0,1,0,1,0,NA,1,0,0,1,5,1,1,6,0,0,0,5,1916,88.40062,1,56027,1,28,4,0,0,2016
63,0,1,0,2,0,NA,1,0,0,2,2,0,0,1,0,0,1,1,1904,176.42241,1,56028,1,28,4,0,5,2016
61,0,1,0,2,0,NA,1,0,0,2,2,0,1,1,0,0,1,2,1904,176.42241,1,56028,1,28,4,1,1,2016
36,0,1,0,4,0,NA,1,0,0,1,4,1,1,1,0,1,1,1,1051,250.71559,1,56029,1,28,4,0,1,2016
36,0,1,0,4,0,NA,1,0,0,1,4,1,0,1,0,1,1,2,1051,250.71559,1,56029,1,28,4,0,4,2016
4,0,1,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,3,924,250.71559,1,56029,1,28,4,0,0,2016
2,0,1,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,4,1028,250.71559,1,56029,1,28,4,0,0,2016
37,0,1,0,1,0,NA,3,0,0,2,2,1,0,3,0,1,0,1,1011,113.23988,1,56030,1,28,4,0,1,2016
15,0,1,0,1,0,NA,3,0,0,1,2,1,1,6,0,0,0,2,1125,113.23988,1,56030,1,28,4,0,4,2016
43,0,1,0,3,0,NA,1,0,0,1,3,1,1,1,0,1,1,1,1063,160.78206,1,56033,1,28,4,0,1,2016
45,0,1,0,3,0,NA,1,0,0,2,3,1,0,1,0,1,1,2,1063,160.78206,1,56033,1,28,4,0,1,2016
16,0,1,0,1,0,NA,1,0,0,1,3,1,0,6,0,0,1,3,1041,160.78206,1,56033,1,28,4,0,4,2016
50,0,1,0,2,0,NA,4,0,0,3,1,1,1,4,0,0,0,1,2043,210.85071,1,56039,1,28,4,0,1,2016
52,0,1,0,2,0,NA,1,0,0,1,2,1,0,1,0,0,1,1,937,500,1,56040,1,28,4,0,1,2016
53,0,1,0,4,0,NA,1,0,0,1,2,1,1,1,0,0,1,2,937,500,1,56040,1,28,4,0,1,2016
21,2,1,0,2,1,3,2,1,0,1,5,0,1,6,0,0,0,1,1001,176.76588,1,56041,1,28,4,0,1,2016
39,2,1,0,1,1,4,5,1,0,1,5,0,0,3,0,1,0,2,738,176.76588,1,56041,1,28,4,0,1,2016
12,0,1,0,1,0,NA,5,0,0,1,5,1,1,6,0,0,0,3,862,176.76588,1,56041,1,28,4,0,0,2016
8,0,1,0,1,0,NA,5,0,0,1,5,1,1,6,0,0,0,4,783,176.76588,1,56041,1,28,4,0,0,2016
2,0,1,0,1,0,NA,5,0,0,1,5,1,0,6,0,0,0,5,1304,176.76588,1,56041,1,28,4,0,0,2016
38,7,1,0,3,1,6,1,1,0,4,4,1,0,1,0,1,1,1,991,415.98853,1,56042,1,28,4,0,1,2016
42,0,1,0,3,0,NA,1,0,0,5,4,1,1,1,0,1,1,2,991,415.98853,1,56042,1,28,4,0,1,2016
11,0,1,0,1,0,NA,1,0,0,3,4,1,1,6,0,0,1,3,947,415.98853,1,56042,1,28,4,0,0,2016
5,0,1,0,1,0,NA,1,0,0,3,4,1,1,6,0,0,1,4,1066,415.98853,1,56042,1,28,4,0,0,2016
45,0,1,0,2,0,NA,1,0,0,1,5,0,1,1,0,1,0,1,871,96.568375,1,56043,1,28,4,0,4,2016
44,0,1,0,2,0,NA,1,0,0,4,5,0,0,1,0,1,0,2,871,96.568375,1,56043,1,28,4,0,4,2016
18,0,1,0,1,0,NA,1,0,0,1,5,1,1,6,0,0,0,3,908,96.568375,1,56043,1,28,4,0,4,2016
11,0,1,0,1,0,NA,1,0,0,1,5,1,0,6,0,0,0,4,961,96.568375,1,56043,1,28,4,0,0,2016
2,0,1,0,1,0,NA,1,0,0,1,5,1,1,6,0,0,0,5,1142,96.568375,1,56043,1,28,4,0,0,2016
42,0,1,0,3,0,NA,5,0,0,1,1,0,0,4,0,0,0,1,1386,500,2,56044,1,28,4,0,1,2016
23,0,1,0,2,0,NA,1,0,0,2,3,1,1,1,0,1,1,1,1383,500,2,56045,1,28,4,0,1,2016
31,0,1,0,3,0,NA,1,0,0,2,3,1,0,1,0,1,1,2,1383,500,2,56045,1,28,4,0,1,2016
2,0,1,0,1,0,NA,1,0,0,1,3,1,1,6,0,0,1,3,1715,500,2,56045,1,28,4,0,0,2016
49,0,1,0,4,0,NA,1,0,0,1,4,1,1,1,0,1,1,1,1290,241.7475,3,56046,1,28,4,0,1,2016
45,0,1,0,3,0,NA,1,0,0,1,4,1,0,1,0,1,1,2,1290,241.7475,3,56046,1,28,4,0,1,2016
19,0,1,0,3,0,NA,1,0,0,1,4,1,0,6,0,0,1,3,1028,241.7475,3,56046,1,28,4,0,4,2016
16,0,1,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,4,1028,241.7475,3,56046,1,28,4,0,2,2016
44,0,1,0,4,0,NA,1,0,1,2,3,1,0,1,0,1,1,1,1406,330.94141,2,56048,1,28,4,0,1,2016
48,0,1,0,2,0,NA,1,0,0,1,3,1,1,1,0,1,1,2,1406,330.94141,2,56048,1,28,4,0,1,2016
17,0,1,0,1,0,NA,1,0,0,1,3,1,1,6,0,0,1,3,1176,330.94141,2,56048,1,28,4,0,4,2016
54,0,1,1,2,0,NA,1,0,0,4,2,1,0,1,0,0,1,1,1216,500,2,56049,1,28,4,0,3,2016
54,0,1,0,3,0,NA,1,0,0,4,2,1,1,1,0,0,1,2,1216,500,2,56049,1,28,4,0,5,2016
71,0,1,0,3,0,NA,1,0,0,5,2,1,1,1,0,0,1,1,1129,319.58676,2,56050,1,28,4,1,5,2016
64,0,1,0,3,0,NA,1,0,0,2,2,1,0,1,0,0,1,2,1129,319.58676,2,56050,1,28,4,0,1,2016
47,0,1,0,2,0,NA,1,0,0,2,3,1,0,1,0,1,1,1,1371,251.62491,2,56051,1,28,4,0,1,2016
52,0,1,0,2,0,NA,1,0,1,2,3,1,1,1,0,1,1,2,1371,251.62491,2,56051,1,28,4,0,1,2016
13,0,1,0,1,0,NA,1,0,0,3,3,1,1,6,0,0,1,3,1999,251.62491,2,56051,1,28,4,0,0,2016
85,0,1,0,1,0,NA,5,0,0,5,1,1,0,5,0,0,1,1,1022,101.86505,2,56052,1,28,4,0,5,2016
56,0,1,0,3,0,NA,1,0,0,3,2,1,1,1,0,0,1,1,1132,500,2,56053,1,28,4,0,3,2016
55,0,1,0,4,0,NA,1,0,0,2,2,1,0,1,0,0,1,2,1132,500,2,56053,1,28,4,0,1,2016
58,0,1,0,1,0,NA,4,0,0,5,1,1,1,6,0,0,1,1,1159,101.58949,2,56054,1,28,4,0,3,2016
50,0,1,0,3,0,NA,1,0,0,2,4,1,1,1,0,1,0,1,1076,346.14743,1,56056,1,28,4,1,1,2016
48,0,1,0,4,0,NA,1,0,0,2,4,1,0,1,0,1,0,2,1076,346.14743,1,56056,1,28,4,0,1,2016
17,0,1,0,1,0,NA,1,0,0,2,4,1,0,6,0,0,0,3,1124,346.14743,1,56056,1,28,4,0,4,2016
14,0,1,0,1,0,NA,1,0,0,2,4,1,0,6,0,0,0,4,1064,346.14743,1,56056,1,28,4,0,0,2016
58,0,1,0,3,0,NA,4,0,0,3,1,1,1,4,0,0,1,1,1254,405.12531,2,56057,1,28,4,1,5,2016
31,0,1,0,4,0,NA,1,0,0,2,4,1,1,1,0,1,1,1,1224,499.25943,1,56058,1,28,4,0,1,2016
27,0,1,0,2,0,NA,1,0,0,4,4,1,0,1,0,1,1,2,1224,499.25943,1,56058,1,28,4,0,4,2016
8,0,1,0,1,0,NA,1,0,0,2,4,1,1,6,0,0,1,3,1021,499.25943,1,56058,1,28,4,0,0,2016
6,0,1,0,1,0,NA,1,0,0,2,4,1,0,6,0,0,1,4,1109,499.25943,1,56058,1,28,4,0,0,2016
32,0,1,0,2,0,NA,1,0,0,2,4,1,0,1,0,1,1,1,1056,249.83359,1,56059,1,28,4,0,1,2016
34,0,1,0,2,0,NA,1,0,1,2,4,1,1,1,0,1,1,2,1056,249.83359,1,56059,1,28,4,1,1,2016
10,0,1,0,1,0,NA,1,0,0,2,4,1,1,6,0,0,1,3,1100,249.83359,1,56059,1,28,4,0,0,2016
5,0,1,0,1,0,NA,1,0,0,2,4,1,1,6,0,0,1,4,1072,249.83359,1,56059,1,28,4,0,0,2016
28,0,1,0,1,0,NA,1,0,0,2,7,1,0,1,0,1,0,1,1296,105.72221,1,56060,1,28,4,0,4,2016
48,0,1,0,3,0,NA,1,0,0,2,7,1,1,1,0,1,0,2,1296,105.72221,1,56060,1,28,4,0,1,2016
18,0,1,0,1,0,NA,1,0,0,1,7,1,1,6,0,0,0,3,1287,105.72221,1,56060,1,28,4,0,4,2016
11,0,1,0,1,0,NA,1,0,0,1,7,1,1,6,0,0,0,4,941,105.72221,1,56060,1,28,4,0,0,2016
10,0,1,0,1,0,NA,1,0,0,1,7,1,0,6,0,0,0,5,875,105.72221,1,56060,1,28,4,0,0,2016
7,0,1,0,1,0,NA,1,0,0,1,7,1,0,6,0,0,0,6,1053,105.72221,1,56060,1,28,4,0,0,2016
52,0,1,0,1,0,NA,1,0,0,4,7,1,1,2,0,0,0,7,1279,105.72221,1,56060,1,28,4,0,3,2016
47,7,1,0,4,1,4,3,1,0,1,3,1,0,4,1,1,0,1,1070,200.33546,1,56061,1,28,4,0,1,2016
19,7,1,0,3,1,1,3,1,0,1,3,1,0,6,1,0,0,2,1321,200.33546,1,56061,1,28,4,0,1,2016
12,0,1,0,1,0,NA,3,0,0,1,3,1,0,6,0,0,0,3,1426,200.33546,1,56061,1,28,4,0,0,2016
37,0,1,0,3,0,NA,1,0,0,2,5,1,0,1,0,1,1,1,1235,254.9247,2,56062,1,28,4,0,1,2016
46,0,1,0,3,0,NA,1,0,0,4,5,1,1,1,0,1,1,2,1235,254.9247,2,56062,1,28,4,1,1,2016
17,0,1,0,1,0,NA,1,0,0,1,5,1,1,6,0,0,1,3,759,254.9247,2,56062,1,28,4,0,4,2016
2,0,1,0,1,0,NA,1,0,0,3,5,1,0,6,0,0,1,4,1640,254.9247,2,56062,1,28,4,0,0,2016
1,0,1,0,1,0,NA,1,0,0,3,5,1,1,6,0,0,1,5,1718,254.9247,2,56062,1,28,4,0,0,2016
35,15,1,0,4,1,4,1,1,0,2,3,1,1,1,1,1,1,1,997,500,2,56063,1,28,4,0,1,2016
34,0,1,0,4,0,NA,1,0,0,2,3,1,0,1,0,1,1,2,997,500,1,56063,1,28,4,0,1,2016
2,0,1,0,1,0,NA,1,0,0,2,3,1,0,6,0,0,1,3,1227,500,4,56063,1,28,4,0,0,2016
36,0,1,0,2,0,NA,3,0,0,1,2,1,0,2,0,1,0,1,802,49.32362,1,56064,1,28,4,0,1,2016
1,0,1,0,1,0,NA,3,0,0,1,2,1,0,6,0,0,0,2,1299,49.32362,1,56064,1,28,4,0,0,2016
41,0,1,0,2,0,NA,4,0,0,1,1,0,1,6,0,0,0,1,1106,204.36299,2,56065,1,28,4,0,1,2016
18,0,1,0,2,0,NA,4,0,0,1,3,1,1,6,0,0,0,1,1002,40.54821,1,56066,1,28,4,0,2,2016
25,0,1,0,2,0,NA,4,0,0,1,3,1,1,6,0,0,0,2,1067,186.74884,1,56066,1,28,4,0,1,2016
24,0,1,0,1,0,NA,5,0,1,1,3,0,0,6,0,0,0,3,1141,29.194712,1,56066,1,28,4,0,1,2016
34,0,1,0,3,0,NA,2,0,0,1,4,1,1,6,0,1,0,1,1157,157.10097,1,56067,1,28,4,0,1,2016
12,0,1,0,1,0,NA,2,0,0,1,4,1,0,6,0,0,0,2,808,157.10097,1,56067,1,28,4,0,0,2016
6,0,1,0,1,0,NA,2,0,0,1,4,1,0,6,0,0,0,3,749,157.10097,1,56067,1,28,4,0,0,2016
33,0,1,0,4,0,NA,5,0,0,2,4,1,0,4,0,0,0,4,1014,8.6773176,1,56067,1,28,4,0,4,2016
37,0,1,0,4,0,NA,1,0,1,1,4,1,0,1,0,1,1,1,737,321.28058,1,56068,1,28,4,0,1,2016
34,7,1,0,2,1,3,1,1,1,1,4,1,1,1,0,1,1,2,737,321.28058,1,56068,1,28,4,0,1,2016
8,0,1,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,3,653,321.28058,1,56068,1,28,4,0,0,2016
6,0,1,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,4,767,321.28058,1,56068,1,28,4,0,0,2016
21,0,1,0,2,0,NA,2,0,0,3,5,1,1,6,0,0,0,1,1145,305.91138,1,56069,1,28,4,0,1,2016
22,0,1,1,2,0,NA,2,0,0,3,5,1,1,6,0,0,0,2,1200,305.91138,1,56069,1,28,4,0,3,2016
45,0,1,0,4,0,NA,5,0,1,4,5,1,0,4,0,1,0,3,951,305.91138,1,56069,1,28,4,0,1,2016
15,0,1,0,1,0,NA,5,0,0,2,5,1,1,6,0,0,0,4,866,305.91138,1,56069,1,28,4,0,4,2016
10,0,1,0,1,0,NA,5,0,0,2,5,1,0,6,0,0,0,5,803,305.91138,1,56069,1,28,4,0,0,2016
37,0,1,0,3,0,NA,1,0,0,3,2,1,0,1,0,0,0,1,1225,226.82881,2,56070,1,28,4,0,1,2016
37,0,1,0,2,0,NA,1,0,0,2,2,1,1,1,0,0,0,2,1225,226.82881,2,56070,1,28,4,0,1,2016
27,0,1,0,4,0,NA,1,0,1,1,3,1,0,1,0,1,1,1,1114,356.43149,1,56071,1,28,4,0,1,2016
29,0,1,0,4,0,NA,1,0,0,1,3,1,1,1,0,1,1,2,1114,356.43149,1,56071,1,28,4,0,1,2016
0,0,1,0,1,0,NA,1,0,0,1,3,1,0,6,0,0,1,3,845,356.43149,1,56071,1,28,4,0,0,2016
52,0,1,0,1,0,NA,4,0,0,2,1,0,1,6,0,0,0,1,1226,340.60498,2,56074,1,28,4,0,1,2016
62,0,1,0,4,0,NA,1,0,0,2,2,1,0,1,0,0,1,1,2049,500,1,56075,1,28,4,0,1,2016
58,0,1,0,2,0,NA,1,0,0,2,2,1,1,1,0,0,1,2,2049,500,1,56075,1,28,4,0,1,2016
80,0,1,1,2,0,NA,1,0,0,4,2,1,1,1,0,0,1,1,1774,293.8364,1,56076,1,28,4,1,5,2016
78,0,1,0,2,0,NA,1,0,0,5,2,1,0,1,0,0,1,2,1774,293.8364,1,56076,1,28,4,0,5,2016
29,0,1,0,4,0,NA,4,0,0,1,1,1,1,2,0,0,1,1,1219,500,2,56077,1,28,4,0,1,2016
80,0,1,0,1,0,NA,1,0,0,3,2,1,0,1,0,0,1,1,1814,276.07147,1,56078,1,28,4,0,5,2016
80,0,1,0,3,0,NA,1,0,0,3,2,1,1,1,0,0,1,2,1814,276.07147,1,56078,1,28,4,1,5,2016
33,0,1,0,2,0,NA,2,0,0,4,4,1,1,6,0,0,0,1,2127,343.33456,1,56079,1,28,4,0,1,2016
27,0,1,0,2,0,NA,2,0,0,4,4,0,1,6,0,0,0,2,2446,343.33456,1,56079,1,28,4,0,2,2016
55,0,1,0,2,0,NA,1,0,0,5,4,0,0,1,0,0,0,3,1953,343.33456,1,56079,1,28,4,0,5,2016
56,0,1,0,2,0,NA,1,0,0,5,4,1,1,1,0,0,0,4,1953,343.33456,1,56079,1,28,4,0,3,2016
46,0,1,0,3,0,NA,4,0,0,5,1,1,1,6,0,0,0,1,1620,121.68518,1,56080,1,28,4,0,1,2016
