age,birthreg,cbsasz,disability,educrec,elignatz,entryc,famstruct,forborn,govtemp,health,hhhsize,inscov,male,marst,natz,ownchild,ownhome,pernum,perwt,povpct,race,serial,statefip,statereg,tmetro_intv,veteran,work,year
45,0,5,0,4,0,NA,1,0,0,1,7,1,0,1,0,1,1,2,1990,212.83794,1,26370,27,16,3,0,4,2016
14,0,5,0,1,0,NA,1,0,0,1,7,1,0,6,0,0,1,3,1687,212.83794,1,26370,27,16,3,0,0,2016
12,0,5,0,1,0,NA,1,0,0,1,7,1,0,6,0,0,1,4,1624,212.83794,1,26370,27,16,3,0,0,2016
10,0,5,0,1,0,NA,1,0,0,1,7,1,0,6,0,0,1,5,1549,212.83794,1,26370,27,16,3,0,0,2016
7,0,5,0,1,0,NA,1,0,0,1,7,1,1,6,0,0,1,6,1842,212.83794,1,26370,27,16,3,0,0,2016
5,0,5,0,1,0,NA,1,0,0,1,7,1,0,6,0,0,1,7,1856,212.83794,1,26370,27,16,3,0,0,2016
69,0,5,0,1,0,NA,1,0,0,2,2,1,1,1,0,0,1,1,2554,450.92139,1,26371,27,16,3,0,5,2016
60,10,5,0,2,1,5,1,1,0,1,2,1,0,1,1,0,1,2,2554,450.92139,3,26371,27,16,3,0,5,2016
80,0,5,1,1,0,NA,5,0,0,2,1,1,0,5,0,0,1,1,2217,53.303421,3,26372,27,16,3,0,5,2016
56,0,5,1,2,0,NA,1,0,0,3,3,1,1,1,0,0,1,1,1959,377.39804,1,26373,27,16,3,0,1,2016
57,0,5,0,3,0,NA,1,0,0,3,3,1,0,1,0,0,1,2,1959,377.39804,1,26373,27,16,3,0,4,2016
6,0,5,0,1,0,NA,1,0,0,1,3,1,0,6,0,0,1,3,1407,377.39804,1,26373,27,16,3,0,0,2016
39,0,5,0,4,0,NA,1,0,1,3,4,1,0,1,0,1,1,1,1831,387.99716,1,26374,27,16,3,0,1,2016
40,0,5,0,2,0,NA,1,0,0,3,4,1,1,1,0,1,1,2,1831,387.99716,1,26374,27,16,3,0,1,2016
17,0,5,0,1,0,NA,1,0,0,3,4,1,1,6,0,0,1,3,2036,387.99716,1,26374,27,16,3,0,1,2016
12,0,5,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,4,2452,387.99716,1,26374,27,16,3,0,0,2016
46,0,5,0,4,0,NA,1,0,0,3,5,1,1,1,0,1,1,1,1604,459.59839,1,26375,27,16,3,0,1,2016
44,0,5,0,4,0,NA,1,0,0,3,5,1,0,1,0,1,1,2,1604,459.59839,1,26375,27,16,3,0,1,2016
13,0,5,0,1,0,NA,1,0,0,3,5,1,0,6,0,0,1,3,1755,459.59839,1,26375,27,16,3,0,0,2016
10,0,5,0,1,0,NA,1,0,0,3,5,1,0,6,0,0,1,4,1627,459.59839,1,26375,27,16,3,0,0,2016
8,0,5,0,1,0,NA,1,0,0,4,5,1,1,6,0,0,1,5,1375,459.59839,1,26375,27,16,3,0,0,2016
65,0,5,0,4,0,NA,5,0,0,1,1,1,0,5,0,0,1,1,2965,384.88608,1,26376,27,16,3,0,1,2016
36,0,5,0,4,0,NA,1,0,0,1,4,1,0,1,0,1,1,1,1951,500,1,26377,27,16,3,0,4,2016
35,0,5,0,4,0,NA,1,0,0,1,4,1,1,1,0,1,1,2,1951,500,1,26377,27,16,3,0,1,2016
8,0,5,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,3,1508,500,1,26377,27,16,3,0,0,2016
6,0,5,0,1,0,NA,1,0,0,3,4,1,1,6,0,0,1,4,1637,500,1,26377,27,16,3,0,0,2016
44,0,5,0,3,0,NA,1,0,0,3,4,1,0,1,0,1,1,1,1709,500,1,26378,27,16,3,0,1,2016
47,0,5,0,4,0,NA,1,0,0,3,4,1,1,1,0,1,1,2,1709,500,1,26378,27,16,3,0,1,2016
10,0,5,0,1,0,NA,1,0,0,3,4,1,0,6,0,0,1,3,1733,500,1,26378,27,16,3,0,0,2016
5,0,5,0,1,0,NA,1,0,0,3,4,1,1,6,0,0,1,4,1523,500,1,26378,27,16,3,0,0,2016
37,0,5,0,4,0,NA,2,0,1,1,3,1,1,4,0,1,0,1,1907,252.08421,1,26379,27,16,3,0,1,2016
9,0,5,0,1,0,NA,2,0,0,1,3,1,1,6,0,0,0,2,1396,252.08421,1,26379,27,16,3,0,0,2016
6,0,5,0,1,0,NA,2,0,0,1,3,1,1,6,0,0,0,3,1637,252.08421,1,26379,27,16,3,0,0,2016
45,0,5,0,4,0,NA,5,0,1,1,1,1,0,6,0,0,1,1,2987,500,1,26380,27,16,3,0,1,2016
31,0,5,1,4,0,NA,1,0,0,1,4,1,0,1,0,1,1,1,1823,300.39941,1,26381,27,16,3,0,4,2016
31,0,5,0,4,0,NA,1,0,0,1,4,1,1,1,0,1,1,2,1823,300.39941,1,26381,27,16,3,0,1,2016
5,0,5,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,3,1619,300.39941,1,26381,27,16,3,0,0,2016
3,0,5,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,4,1796,300.39941,1,26381,27,16,3,0,0,2016
56,15,5,0,4,1,5,1,1,1,1,2,1,0,1,1,0,1,1,1696,500,2,26382,27,16,3,0,1,2016
60,15,5,0,4,1,5,1,1,0,1,2,1,1,1,1,0,1,2,1696,500,2,26382,27,16,3,0,1,2016
53,0,5,0,3,0,NA,5,0,0,1,1,1,0,4,0,0,1,1,3663,136.24199,1,26383,27,16,3,0,1,2016
42,0,5,0,3,0,NA,1,0,0,1,4,1,1,1,0,1,1,1,3475,258.36118,1,26384,27,16,3,0,1,2016
40,0,5,0,3,0,NA,1,0,1,1,4,1,0,1,0,1,1,2,3475,258.36118,1,26384,27,16,3,0,2,2016
18,0,5,0,1,0,NA,1,0,0,3,4,1,1,6,0,0,1,3,4268,258.36118,4,26384,27,16,3,0,1,2016
16,0,5,0,1,0,NA,1,0,0,3,4,1,1,6,0,0,1,4,3958,258.36118,1,26384,27,16,3,0,1,2016
41,0,5,0,4,0,NA,1,0,0,1,2,1,0,1,0,0,1,1,3475,500,1,26385,27,16,3,0,1,2016
41,0,5,0,2,0,NA,1,0,1,1,2,1,1,1,0,0,1,2,3475,500,1,26385,27,16,3,0,1,2016
31,0,5,0,4,0,NA,2,0,0,1,3,1,1,6,0,1,0,1,1733,459.43564,1,26386,27,16,3,0,1,2016
7,0,5,0,1,0,NA,2,0,0,1,3,1,0,6,0,0,0,2,1856,459.43564,1,26386,27,16,3,0,0,2016
39,0,5,0,3,0,NA,5,0,0,1,3,1,0,6,0,1,0,3,1733,344.65979,1,26386,27,16,3,0,1,2016
73,0,5,0,3,0,NA,1,0,0,4,2,1,1,1,0,0,1,1,3639,325.84811,1,26387,27,16,3,1,5,2016
64,0,5,1,2,0,NA,1,0,0,4,2,1,0,1,0,0,1,2,3639,325.84811,1,26387,27,16,3,0,5,2016
72,0,5,0,3,0,NA,5,0,0,2,1,1,0,5,0,0,1,1,3731,500.47507,1,26388,27,16,3,0,1,2016
80,0,5,0,1,0,NA,1,0,0,3,3,1,1,1,0,0,1,1,3731,228.06364,1,26389,27,16,3,0,5,2016
73,0,5,0,3,0,NA,1,0,0,1,3,1,0,1,0,0,1,2,3731,228.06364,1,26389,27,16,3,0,1,2016
44,0,5,0,2,0,NA,1,0,0,3,3,0,1,6,0,0,1,3,2931,228.06364,1,26389,27,16,3,0,2,2016
85,0,5,1,2,0,NA,5,0,0,3,1,1,0,5,0,0,0,1,3805,141.19821,1,26390,27,16,3,0,5,2016
65,0,5,0,2,0,NA,4,0,0,3,1,1,1,4,0,0,1,1,3410,407.21387,1,26391,27,16,3,0,5,2016
40,0,5,0,4,0,NA,1,0,0,3,4,1,1,1,0,1,1,1,1717,500,1,26392,27,16,3,0,1,2016
38,0,5,0,4,0,NA,1,0,0,3,4,1,0,1,0,1,1,2,1717,500,1,26392,27,16,3,0,1,2016
6,0,5,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,3,1702,500,1,26392,27,16,3,0,0,2016
6,0,5,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,4,1914,500,1,26392,27,16,3,0,0,2016
31,14,5,0,1,1,5,1,1,1,3,4,0,0,1,0,1,0,1,2257,208.0213,3,26393,27,16,3,0,1,2016
39,14,5,0,3,1,6,1,1,1,3,4,0,1,1,0,1,0,2,2257,208.0213,3,26393,27,16,3,0,1,2016
13,0,5,0,1,0,NA,1,0,0,3,4,1,1,6,0,0,0,3,1290,208.0213,3,26393,27,16,3,0,0,2016
4,0,5,0,1,0,NA,1,0,0,3,4,1,0,6,0,0,0,4,2767,208.0213,3,26393,27,16,3,0,0,2016
79,0,5,0,3,0,NA,4,0,0,3,1,1,1,5,0,0,1,1,4041,432.0929,1,26394,27,16,3,1,5,2016
62,0,5,0,3,0,NA,1,0,0,3,2,1,1,1,0,0,1,1,3755,500,1,26395,27,16,3,1,5,2016
57,0,5,0,3,0,NA,1,0,0,1,2,1,0,1,0,0,1,2,3755,500,1,26395,27,16,3,0,1,2016
56,0,5,1,2,0,NA,4,0,0,2,1,1,1,4,0,0,1,1,3446,170.42413,1,26398,27,16,3,0,1,2016
71,0,5,0,2,0,NA,4,0,0,5,1,1,1,4,0,0,1,1,3300,199.85924,1,26399,27,16,3,1,5,2016
37,0,5,0,4,0,NA,1,0,1,2,4,1,1,1,0,1,1,1,1630,500,1,26400,27,16,3,0,1,2016
37,0,5,0,4,0,NA,1,0,0,2,4,1,0,1,0,1,1,2,1630,500,1,26400,27,16,3,0,1,2016
7,0,5,0,1,0,NA,1,0,0,2,4,1,0,6,0,0,1,3,1567,500,1,26400,27,16,3,0,0,2016
5,0,5,0,1,0,NA,1,0,0,2,4,1,0,6,0,0,1,4,1457,500,1,26400,27,16,3,0,0,2016
50,0,5,0,4,0,NA,5,0,0,2,1,1,0,6,0,0,0,1,3187,500,1,26401,27,16,3,0,1,2016
39,0,5,0,4,0,NA,1,0,0,2,4,1,1,1,0,1,1,1,3385,500,1,26402,27,16,3,0,1,2016
38,0,5,0,3,0,NA,1,0,0,2,4,1,0,1,0,1,1,2,3385,500,1,26402,27,16,3,0,1,2016
16,0,5,0,1,0,NA,1,0,0,2,4,1,1,6,0,0,1,3,3066,500,1,26402,27,16,3,0,4,2016
15,0,5,0,1,0,NA,1,0,0,2,4,1,0,6,0,0,1,4,3223,500,1,26402,27,16,3,0,4,2016
43,8,5,0,4,1,2,1,1,0,1,4,1,1,1,0,1,0,1,1840,500,1,26406,27,16,3,0,1,2016
42,8,5,0,4,1,2,1,1,0,3,4,1,0,1,0,1,0,2,1840,500,1,26406,27,16,3,0,1,2016
12,8,5,0,1,1,2,1,1,0,1,4,1,0,6,0,0,0,3,1823,500,1,26406,27,16,3,0,0,2016
8,0,5,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,0,4,1749,500,1,26406,27,16,3,0,0,2016
43,0,5,0,4,0,NA,2,0,1,3,3,1,1,5,0,1,0,1,2291,500,1,26407,27,16,3,0,1,2016
11,0,5,0,1,0,NA,2,0,0,1,3,1,1,6,0,0,0,2,1588,500,1,26407,27,16,3,0,0,2016
29,0,5,0,3,0,NA,5,0,0,3,3,1,0,6,0,1,0,3,2291,227.08621,1,26407,27,16,3,0,1,2016
35,0,5,0,4,0,NA,1,0,1,2,4,1,0,1,0,1,1,1,1933,320.32367,1,26408,27,16,3,0,1,2016
41,0,5,0,2,0,NA,1,0,0,2,4,1,1,1,0,1,1,2,1933,320.32367,1,26408,27,16,3,0,1,2016
6,0,5,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,3,2603,320.32367,1,26408,27,16,3,0,0,2016
0,0,5,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,4,2176,320.32367,1,26408,27,16,3,0,0,2016
45,0,5,0,3,0,NA,1,0,0,3,4,1,1,1,0,1,1,1,2059,500,1,26409,27,16,3,0,1,2016
51,0,5,0,3,0,NA,1,0,0,2,4,1,0,1,0,1,1,2,2059,500,1,26409,27,16,3,0,1,2016
14,0,5,0,1,0,NA,1,0,0,2,4,1,1,6,0,0,1,3,1569,500,1,26409,27,16,3,0,0,2016
11,0,5,0,1,0,NA,1,0,0,2,4,1,0,6,0,0,1,4,1717,500,1,26409,27,16,3,0,0,2016
34,0,5,0,4,0,NA,1,0,1,1,3,1,0,1,0,1,1,1,1809,500,1,26410,27,16,3,0,1,2016
37,0,5,0,4,0,NA,1,0,0,1,3,1,1,1,0,1,1,2,1809,500,1,26410,27,16,3,0,1,2016
6,0,5,0,1,0,NA,1,0,0,1,3,1,0,6,0,0,1,3,1630,500,1,26410,27,16,3,0,0,2016
48,0,5,0,3,0,NA,1,0,0,2,5,1,0,1,0,1,1,1,1963,233.03673,1,26411,27,16,3,0,1,2016
48,0,5,0,3,0,NA,1,0,0,2,5,1,1,1,0,1,1,2,1963,233.03673,1,26411,27,16,3,0,1,2016
22,0,5,0,3,0,NA,1,0,0,3,5,1,0,6,0,0,1,3,2134,233.03673,1,26411,27,16,3,0,1,2016
15,0,5,0,1,0,NA,1,0,0,2,5,1,1,6,0,0,1,4,1651,233.03673,1,26411,27,16,3,0,4,2016
13,0,5,0,1,0,NA,1,0,0,1,5,1,1,6,0,0,1,5,1829,233.03673,1,26411,27,16,3,0,0,2016
54,0,5,0,4,0,NA,1,0,0,2,3,1,1,1,0,0,1,1,1578,500,1,26412,27,16,3,0,1,2016
48,0,5,0,2,0,NA,1,0,0,4,3,1,0,1,0,0,1,2,1578,500,1,26412,27,16,3,0,4,2016
18,0,5,0,1,0,NA,1,0,0,2,3,1,0,6,0,0,1,3,2308,500,1,26412,27,16,3,0,4,2016
49,0,5,0,4,0,NA,1,0,0,3,3,1,0,1,0,1,1,1,2025,500,1,26413,27,16,3,0,1,2016
50,0,5,0,4,0,NA,1,0,0,3,3,1,1,1,0,1,1,2,2025,500,1,26413,27,16,3,0,1,2016
15,0,5,0,1,0,NA,1,0,0,3,3,1,0,6,0,0,1,3,1787,500,1,26413,27,16,3,0,1,2016
33,0,5,0,4,0,NA,1,0,0,1,3,1,0,1,0,1,1,1,1809,500,1,26414,27,16,3,0,1,2016
34,0,5,0,4,0,NA,1,0,1,1,3,1,1,1,0,1,1,2,1809,500,1,26414,27,16,3,0,1,2016
0,0,5,0,1,0,NA,1,0,0,1,3,1,0,6,0,0,1,3,2108,500,1,26414,27,16,3,0,0,2016
40,0,5,1,4,0,NA,1,0,1,2,4,1,0,1,0,1,1,1,1457,500,2,26415,27,16,3,0,1,2016
45,0,5,0,4,0,NA,1,0,1,3,4,1,1,1,0,1,1,2,1457,500,1,26415,27,16,3,0,1,2016
9,0,5,0,1,0,NA,1,0,0,2,4,1,0,6,0,0,1,3,1851,500,2,26415,27,16,3,0,0,2016
6,0,5,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,4,1856,500,2,26415,27,16,3,0,0,2016
43,0,5,0,4,0,NA,1,0,0,2,4,1,1,1,0,1,1,1,1735,500,1,26416,27,16,3,0,1,2016
43,0,5,0,4,0,NA,1,0,0,3,4,1,0,1,0,1,1,2,1735,500,1,26416,27,16,3,0,4,2016
10,0,5,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,3,1444,500,1,26416,27,16,3,0,0,2016
6,0,5,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,4,1981,500,1,26416,27,16,3,0,0,2016
63,0,5,1,3,0,NA,1,0,0,4,2,1,0,1,0,0,1,1,2011,118.69447,4,26417,27,16,3,0,5,2016
70,0,5,0,3,0,NA,1,0,0,5,2,1,1,1,0,0,1,2,2011,118.69447,1,26417,27,16,3,0,5,2016
30,0,5,0,4,0,NA,1,0,0,1,5,1,0,1,0,1,1,1,1659,229.79565,1,26418,27,16,3,0,4,2016
31,0,5,0,3,0,NA,1,0,1,1,5,1,1,1,0,1,1,2,1659,229.79565,1,26418,27,16,3,0,1,2016
4,0,5,0,1,0,NA,1,0,0,1,5,1,1,6,0,0,1,3,1663,229.79565,1,26418,27,16,3,0,0,2016
2,0,5,0,1,0,NA,1,0,0,1,5,1,1,6,0,0,1,4,1601,229.79565,1,26418,27,16,3,0,0,2016
0,0,5,0,1,0,NA,1,0,0,1,5,0,1,6,0,0,1,5,1763,229.79565,1,26418,27,16,3,0,0,2016
26,2,5,0,3,1,4,2,1,0,1,3,1,1,6,0,0,1,1,1205,409.9245,1,26419,27,16,3,0,2,2016
57,2,5,0,2,1,4,1,1,0,3,3,1,0,1,0,0,1,2,1581,409.9245,1,26419,27,16,3,0,1,2016
73,2,5,0,2,1,4,1,1,0,3,3,1,1,1,0,0,1,3,1581,409.9245,1,26419,27,16,3,0,1,2016
73,0,5,1,4,0,NA,3,0,0,4,3,1,0,2,0,0,1,1,3071,426.63431,1,26420,27,16,3,0,5,2016
85,0,5,1,2,0,NA,3,0,0,4,3,1,0,5,0,0,1,2,2955,426.63431,1,26420,27,16,3,0,5,2016
72,0,5,1,3,0,NA,3,0,0,4,3,1,1,2,0,0,1,3,2566,426.63431,1,26420,27,16,3,1,5,2016
78,0,5,0,4,0,NA,1,0,1,3,2,1,1,1,0,0,1,1,3805,500,1,26421,27,16,3,1,5,2016
75,0,5,1,4,0,NA,1,0,0,3,2,1,0,1,0,0,1,2,3805,500,1,26421,27,16,3,0,5,2016
80,0,5,1,4,0,NA,5,0,0,3,1,1,0,5,0,0,1,1,3805,211.07593,1,26422,27,16,3,0,5,2016
69,0,5,1,2,0,NA,5,0,0,3,1,1,0,4,0,0,0,1,2965,74.434769,1,26423,27,16,3,0,5,2016
47,0,5,0,3,0,NA,3,0,0,3,3,1,0,4,0,1,0,1,1593,284.09686,1,26424,27,16,3,0,1,2016
29,0,5,0,2,0,NA,3,0,0,3,3,1,1,6,0,0,0,2,2257,284.09686,1,26424,27,16,3,0,1,2016
15,0,5,0,1,0,NA,3,0,0,1,3,1,1,6,0,0,0,3,1587,284.09686,1,26424,27,16,3,0,4,2016
64,0,5,0,4,0,NA,4,0,0,2,1,1,1,6,0,0,1,1,3656,0,1,26425,27,16,3,0,1,2016
62,0,5,0,3,0,NA,1,0,0,2,2,1,0,1,0,0,1,1,3828,397.6561,1,26426,27,16,3,0,5,2016
54,0,5,0,2,0,NA,1,0,0,2,2,1,1,1,0,0,1,2,3828,397.6561,1,26426,27,16,3,0,1,2016
39,0,5,0,4,0,NA,1,0,0,2,5,1,0,1,0,1,1,1,1733,500,1,26427,27,16,3,0,1,2016
42,0,5,0,2,0,NA,1,0,0,2,5,1,1,1,0,1,1,2,1733,500,1,26427,27,16,3,1,1,2016
14,0,5,0,1,0,NA,1,0,0,1,5,1,0,6,0,0,1,3,1680,500,1,26427,27,16,3,0,0,2016
13,0,5,0,1,0,NA,1,0,0,1,5,1,0,6,0,0,1,4,1617,500,1,26427,27,16,3,0,0,2016
9,0,5,0,1,0,NA,1,0,0,1,5,1,1,6,0,0,1,5,2085,500,1,26427,27,16,3,0,0,2016
56,0,5,0,4,0,NA,1,0,0,2,2,1,1,1,0,0,1,1,3913,500,1,26428,27,16,3,0,1,2016
55,0,5,0,3,0,NA,1,0,0,2,2,1,0,1,0,0,1,2,3913,500,1,26428,27,16,3,0,1,2016
28,0,5,0,2,0,NA,1,0,0,2,2,1,1,1,0,0,1,1,3424,500,1,26429,27,16,3,0,1,2016
30,0,5,0,4,0,NA,1,0,0,2,2,1,0,1,0,0,1,2,3424,500,1,26429,27,16,3,0,1,2016
60,0,5,0,3,0,NA,4,0,0,2,1,1,1,6,0,0,1,1,3174,202.75728,1,26430,27,16,3,0,5,2016
80,0,5,0,2,0,NA,5,0,0,3,2,1,0,5,0,0,1,1,3624,252.04539,1,26431,27,16,3,0,1,2016
36,0,5,0,4,0,NA,5,0,0,2,2,1,0,6,0,0,1,2,3249,500,1,26431,27,16,3,0,1,2016
29,0,5,0,3,0,NA,1,0,0,2,5,1,0,1,0,1,1,1,1954,108.88779,1,26432,27,16,3,0,1,2016
34,0,5,0,3,0,NA,1,0,0,1,5,1,1,1,0,1,1,2,1954,108.88779,1,26432,27,16,3,0,1,2016
7,0,5,0,1,0,NA,1,0,0,2,5,1,0,6,0,0,1,3,1730,108.88779,1,26432,27,16,3,0,0,2016
6,0,5,0,1,0,NA,1,0,0,2,5,1,1,6,0,0,1,4,1702,108.88779,1,26432,27,16,3,0,0,2016
2,0,5,0,1,0,NA,1,0,0,2,5,1,1,6,0,0,1,5,1710,108.88779,1,26432,27,16,3,0,0,2016
79,0,5,0,4,0,NA,5,0,0,1,1,1,0,5,0,0,0,1,3813,129.84956,1,26433,27,16,3,0,5,2016
59,0,5,0,4,0,NA,1,0,1,2,4,1,0,1,0,1,1,1,3755,480.0799,1,26434,27,16,3,0,1,2016
61,0,5,0,4,0,NA,1,0,1,2,4,1,1,1,0,1,1,2,3755,480.0799,1,26434,27,16,3,1,1,2016
17,0,5,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,3,3484,480.0799,1,26434,27,16,3,0,4,2016
15,0,5,0,1,0,NA,1,0,0,3,4,1,0,6,0,0,1,4,3382,480.0799,1,26434,27,16,3,0,1,2016
34,0,5,0,4,0,NA,1,0,0,1,4,1,1,1,0,1,1,1,1826,299.73788,1,26436,27,16,3,0,1,2016
34,0,5,0,4,0,NA,1,0,1,1,4,1,0,1,0,1,1,2,1826,299.73788,1,26436,27,16,3,0,1,2016
6,0,5,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,3,1645,299.73788,1,26436,27,16,3,0,0,2016
3,0,5,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,4,2043,299.73788,1,26436,27,16,3,0,0,2016
53,0,5,0,4,0,NA,1,0,0,1,3,1,0,1,0,1,1,1,2083,500,1,26438,27,16,3,0,1,2016
53,0,5,0,4,0,NA,1,0,0,1,3,1,1,1,0,1,1,2,2083,500,1,26438,27,16,3,0,1,2016
14,0,5,0,1,0,NA,1,0,0,1,3,1,1,6,0,0,1,3,2023,500,1,26438,27,16,3,0,0,2016
42,0,5,1,2,0,NA,1,0,0,4,4,1,1,1,0,1,1,1,2190,442.47379,1,26439,27,16,3,0,3,2016
40,0,5,0,4,0,NA,1,0,0,1,4,1,0,1,0,1,1,2,2190,442.47379,1,26439,27,16,3,0,1,2016
12,0,5,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,3,2588,442.47379,1,26439,27,16,3,0,0,2016
10,0,5,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,4,1580,442.47379,1,26439,27,16,3,0,0,2016
53,0,5,0,4,0,NA,1,0,0,1,3,1,1,1,0,1,1,1,2059,500,1,26440,27,16,3,0,1,2016
53,0,5,0,4,0,NA,1,0,1,2,3,1,0,1,0,1,1,2,2059,500,1,26440,27,16,3,0,1,2016
17,0,5,0,1,0,NA,1,0,0,1,3,1,1,6,0,0,1,3,1814,500,1,26440,27,16,3,0,1,2016
58,0,0,0,3,0,NA,1,0,0,1,2,1,1,1,0,0,0,1,2282,307.47906,1,26441,19,14,1,0,1,2016
58,0,0,0,4,0,NA,1,0,0,3,2,1,0,1,0,0,0,2,2282,307.47906,1,26441,19,14,1,0,1,2016
46,0,0,0,3,0,NA,5,0,0,1,1,1,0,4,0,0,0,1,1950,366.80722,1,26443,19,14,1,0,1,2016
28,0,0,0,4,0,NA,5,0,0,1,1,1,0,6,0,0,0,1,2487,243.98669,1,26444,19,14,1,0,1,2016
58,0,0,1,1,0,NA,1,0,0,5,2,1,1,1,0,0,0,1,2080,62.58585,1,26445,19,14,1,0,3,2016
50,0,0,0,2,0,NA,1,0,0,4,2,1,0,1,0,0,0,2,2080,62.58585,1,26445,19,14,1,0,5,2016
38,0,0,0,2,0,NA,4,0,0,2,1,1,1,6,0,0,0,1,2215,500,1,26446,19,14,1,0,1,2016
52,0,0,0,3,0,NA,1,0,1,2,3,1,0,1,0,0,1,1,2080,349.51456,1,26448,19,14,1,0,1,2016
53,0,0,0,2,0,NA,1,0,1,2,3,1,1,1,0,0,1,2,2080,349.51456,1,26448,19,14,1,1,1,2016
22,0,0,1,2,0,NA,1,0,0,1,3,1,1,6,0,0,1,3,2667,349.51456,1,26448,19,14,1,0,3,2016
50,0,0,1,2,0,NA,1,0,0,5,3,1,1,1,0,0,1,1,2080,450.84143,1,26449,19,14,1,0,1,2016
51,0,0,0,3,0,NA,1,0,0,4,3,1,0,1,0,0,1,2,2080,450.84143,1,26449,19,14,1,0,1,2016
30,0,0,1,2,0,NA,1,0,0,3,3,1,1,6,0,0,1,3,2886,450.84143,1,26449,19,14,1,0,1,2016
35,0,0,0,3,0,NA,1,0,1,3,4,1,1,1,0,1,1,1,1368,265.01913,1,26451,19,14,1,0,1,2016
33,0,0,0,3,0,NA,1,0,0,3,4,1,0,1,0,1,1,2,1368,265.01913,1,26451,19,14,1,1,4,2016
10,0,0,0,1,0,NA,1,0,0,2,4,1,0,6,0,0,1,3,1211,265.01913,1,26451,19,14,1,0,0,2016
6,0,0,0,1,0,NA,1,0,0,2,4,1,0,6,0,0,1,4,1337,265.01913,1,26451,19,14,1,0,0,2016
49,0,0,1,4,0,NA,1,0,0,3,4,1,0,1,0,1,1,1,1227,500,1,26452,19,14,1,0,1,2016
47,0,0,0,4,0,NA,1,0,0,4,4,1,1,1,0,1,1,2,1227,500,1,26452,19,14,1,0,1,2016
20,0,0,0,3,0,NA,1,0,1,1,4,1,0,6,0,0,1,3,1703,500,1,26452,19,14,1,0,1,2016
13,0,0,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,4,1446,500,1,26452,19,14,1,0,0,2016
28,0,0,0,4,0,NA,1,0,0,3,4,1,0,1,0,1,1,1,1231,500,1,26453,19,14,1,0,1,2016
30,0,0,0,2,0,NA,1,0,0,3,4,1,1,1,0,1,1,2,1231,500,1,26453,19,14,1,0,1,2016
5,0,0,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,3,1212,500,1,26453,19,14,1,0,0,2016
3,0,0,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,4,1130,500,1,26453,19,14,1,0,0,2016
32,0,0,0,4,0,NA,1,0,0,3,4,1,1,1,0,1,1,1,1308,291.54184,1,26454,19,14,1,0,1,2016
40,0,0,0,4,0,NA,1,0,0,3,4,1,0,1,0,1,1,2,1308,291.54184,1,26454,19,14,1,0,1,2016
10,0,0,0,1,0,NA,1,0,0,1,4,1,0,6,0,0,1,3,898,291.54184,1,26454,19,14,1,0,0,2016
2,0,0,0,1,0,NA,1,0,0,1,4,1,1,6,0,0,1,4,1286,291.54184,1,26454,19,14,1,0,0,2016
60,0,0,0,4,0,NA,1,0,1,4,3,1,1,1,0,0,1,1,2046,412.70227,1,26455,19,14,1,0,1,2016
59,0,0,0,4,0,NA,1,0,1,4,3,1,0,1,0,0,1,2,2046,412.70227,1,26455,19,14,1,0,1,2016
22,0,0,0,3,0,NA,1,0,0,2,3,1,1,6,0,0,1,3,2667,412.70227,1,26455,19,14,1,0,4,2016
61,0,0,0,2,0,NA,1,0,0,2,2,1,1,1,0,0,1,1,2145,422.19141,1,26456,19,14,1,0,1,2016
51,0,0,0,3,0,NA,1,0,1,2,2,1,0,1,0,0,1,2,2145,422.19141,1,26456,19,14,1,0,1,2016
41,0,0,0,2,0,NA,1,0,0,1,6,1,1,1,0,1,1,1,1432,224.82791,1,26457,19,14,1,0,1,2016
38,0,0,0,2,0,NA,1,0,0,2,6,1,0,1,0,1,1,2,1432,224.82791,1,26457,19,14,1,0,1,2016
14,0,0,0,1,0,NA,1,0,0,1,6,1,1,6,0,0,1,3,884,224.82791,1,26457,19,14,1,0,0,2016
11,0,0,0,1,0,NA,1,0,0,1,6,1,0,6,0,0,1,4,1308,224.82791,1,26457,19,14,1,0,0,2016
